Housing,"Gross Rent","Occupied units paying rent","105,231","(+/-4,950)"
Housing,"Gross Rent","Less than $500","7,272","(+/-1,483)"
Housing,"Gross Rent","$500 to $999","27,787","(+/-2,669)"
Housing,"Gross Rent","$1,000 to $1,499","36,421","(+/-3,302)"
Housing,"Gross Rent","$1,500 to $1,999","24,122","(+/-2,646)"
Housing,"Gross Rent","$2,000 to $2,499","6,749","(+/-1,398)"
Housing,"Gross Rent","$2,500 to $2,999","1,414",(+/-590)
Housing,"Gross Rent","$3,000 or more","1,466",(+/-638)
Housing,"Gross Rent","Median (dollars)","1,200",(+/-26)
Housing,"Gross Rent","No rent paid","7,771","(+/-1,306)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Total households","358,787","(+/-4,178)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Less than $10,000","14,454","(+/-1,933)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$10,000 to $14,999","10,828","(+/-1,477)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$15,000 to $24,999","22,351","(+/-2,365)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$25,000 to $34,999","27,680","(+/-2,725)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$35,000 to $49,999","42,315","(+/-3,389)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$50,000 to $74,999","66,505","(+/-3,433)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$75,000 to $99,999","50,356","(+/-3,695)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$100,000 to $149,999","65,861","(+/-4,267)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$150,000 to $199,999","28,383","(+/-2,546)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$200,000 or more","30,054","(+/-2,268)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Median household income (dollars)","73,251","(+/-1,549)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Mean household income (dollars)","96,903","(+/-2,177)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","942,104","(+/-5,312)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","869,439","(+/-7,292)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","656,048","(+/-10,549)"
Socioeconomic,"Health Insurance Coverage","With public coverage","334,668","(+/-10,108)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","72,665","(+/-5,812)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","244,694","(+/-3,782)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","9,891","(+/-2,022)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",7.0,(+/-0.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",9.8,(+/-1.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",8.7,(+/-3.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",5.0,(+/-0.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",5.5,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",3.5,(+/-2.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",16.7,(+/-3.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",23.9,(+/-5.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",29.8,(+/-16.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",10.7,(+/-0.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",11.9,(+/-2.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",11.5,(+/-2.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",12.8,(+/-3.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",11.1,(+/-2.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",10.4,(+/-0.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",8.9,(+/-1.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",7.5,(+/-1.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",25.2,(+/-2.0)
Education,"School Enrollment","Population 3 years and over enrolled in school","251,758","(+/-5,433)"
Education,"School Enrollment","Nursery school, preschool","11,993","(+/-1,560)"
Education,"School Enrollment",Kindergarten,"10,764","(+/-1,519)"
Education,"School Enrollment","Elementary school (grades 1-8)","102,433","(+/-3,226)"
Education,"School Enrollment","High school (grades 9-12)","56,210","(+/-2,901)"
Education,"School Enrollment","College or graduate school","70,358","(+/-3,581)"
Education,"Educational Attainment","Population 25 years and over","620,563","(+/-5,290)"
Education,"Educational Attainment","Less than 9th grade","21,100","(+/-2,751)"
Education,"Educational Attainment","9th to 12th grade, no diploma","28,765","(+/-2,892)"
Education,"Educational Attainment","High school graduate (includes equivalency)","148,949","(+/-5,818)"
Education,"Educational Attainment","Some college, no degree","152,174","(+/-6,731)"
Education,"Educational Attainment","Associate's degree","59,637","(+/-4,027)"
Education,"Educational Attainment","Bachelor's degree","140,960","(+/-5,415)"
Education,"Educational Attainment","Graduate or professional degree","68,978","(+/-4,293)"
Education,"Educational Attainment","Percent high school graduate or higher",92.0,(+/-0.6)
Education,"Educational Attainment","Percent bachelor's degree or higher",33.8,(+/-1.1)


"Source: 2023 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 02 Estimate","District 02 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","395,501",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting","1,062",G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",888,H
Business,"Paid employees for pay period including March 12",Utilities,"2,958",J
Business,"Paid employees for pay period including March 12",Construction,"26,356",G
Business,"Paid employees for pay period including March 12",Manufacturing,"36,034",G
Business,"Paid employees for pay period including March 12","Wholesale trade","20,496",G
Business,"Paid employees for pay period including March 12","Retail trade","53,980",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","14,320",G
Business,"Paid employees for pay period including March 12",Information,"13,067",G
Business,"Paid employees for pay period including March 12","Finance and insurance","13,239",H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","6,862",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","28,082",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","8,626",H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","22,420",G
Business,"Paid employees for pay period including March 12","Educational services","13,590",H
Business,"Paid employees for pay period including March 12","Health care and social assistance","69,605",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","6,721",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","44,162",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","13,022",G
Business,"Paid employees for pay period including March 12","Industries not classified",11,J
Business,"Annual payroll ($1,000)","Total for all sectors","22,106,779",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","54,450",G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","71,572",H
Business,"Annual payroll ($1,000)",Utilities,"332,718",J
Business,"Annual payroll ($1,000)",Construction,"1,525,370",G
Business,"Annual payroll ($1,000)",Manufacturing,"2,715,272",H
Business,"Annual payroll ($1,000)","Wholesale trade","1,660,957",G
Business,"Annual payroll ($1,000)","Retail trade","1,964,228",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","714,826",G
Business,"Annual payroll ($1,000)",Information,"1,357,216",G
Business,"Annual payroll ($1,000)","Finance and insurance","1,054,135",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","375,017",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","2,328,746",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","992,811",H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","1,284,108",G
Business,"Annual payroll ($1,000)","Educational services","330,496",H
Business,"Annual payroll ($1,000)","Health care and social assistance","3,827,045",H
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","146,392",G
Business,"Annual payroll ($1,000)","Accommodation and food services","893,259",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","477,811",G
Business,"Annual payroll ($1,000)","Industries not classified",350,H
Business,"Total Establishments","Total for all sectors","30,047",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",152,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",49,X
Business,"Total Establishments",Utilities,142,X
Business,"Total Establishments",Construction,"4,232",X
Business,"Total Establishments",Manufacturing,"1,036",X
Business,"Total Establishments","Wholesale trade","1,334",X
Business,"Total Establishments","Retail trade","3,591",X
Business,"Total Establishments","Transportation and warehousing","1,233",X
Business,"Total Establishments",Information,503,X
Business,"Total Establishments","Finance and insurance","1,687",X
Business,"Total Establishments","Real estate and rental and leasing","1,933",X
Business,"Total Establishments","Professional, scientific, and technical services","3,221",X
Business,"Total Establishments","Management of companies and enterprises",157,X
Business,"Total Establishments","Administrative and support and waste management and remediation services","1,540",X
Business,"Total Establishments","Educational services",353,X
Business,"Total Establishments","Health care and social assistance","3,693",X
Business,"Total Establishments","Arts, entertainment, and recreation",517,X
Business,"Total Establishments","Accommodation and food services","2,474",X
Business,"Total Establishments","Other services (except public administration)","2,181",X
Business,"Total Establishments","Industries not classified",19,X


"Source: 2022 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
