People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","48,900","(+/-3,937)"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over","133,367","(+/-3,718)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","38,888","(+/-2,899)"
People,"Residence 1 Year Ago","Population 1 year and over","788,830","(+/-10,896)"
People,"Residence 1 Year Ago","Same house","700,759","(+/-13,307)"
People,"Residence 1 Year Ago","Different house (in the U.S. or abroad)","88,071","(+/-9,018)"
People,"Residence 1 Year Ago","Different house in the U.S.","83,189","(+/-8,663)"
People,"Residence 1 Year Ago","Same county","43,411","(+/-6,337)"
People,"Residence 1 Year Ago","Different county","39,778","(+/-6,255)"
People,"Residence 1 Year Ago","Same state","23,425","(+/-4,815)"
People,"Residence 1 Year Ago","Different state","16,353","(+/-3,677)"
People,"Residence 1 Year Ago",Abroad,"4,882","(+/-2,097)"
Workers,"Employment Status","Population 16 years and over","643,049","(+/-8,752)"
Workers,"Employment Status","In labor force","424,393","(+/-7,738)"
Workers,"Employment Status","Civilian labor force","422,134","(+/-7,657)"
Workers,"Employment Status",Employed,"410,209","(+/-7,853)"
Workers,"Employment Status",Unemployed,"11,925","(+/-2,103)"
Workers,"Employment Status","Armed Forces","2,259",(+/-834)
Workers,"Employment Status","Not in labor force","218,656","(+/-5,837)"
Workers,"Employment Status","Civilian labor force","422,134","(+/-7,657)"
Workers,"Employment Status","Unemployment Rate",2.8,(+/-0.5)
Workers,"Commuting to Work","Workers 16 years and over","407,153","(+/-7,975)"
Workers,"Commuting to Work","Car, truck, or van -- drove alone","268,817","(+/-6,997)"
Workers,"Commuting to Work","Car, truck, or van -- carpooled","41,183","(+/-4,150)"
Workers,"Commuting to Work","Public transportation (excluding taxicab)","10,532","(+/-2,300)"
Workers,"Commuting to Work",Walked,"6,849","(+/-1,272)"
Workers,"Commuting to Work","Other means","7,792","(+/-1,971)"
Workers,"Commuting to Work","Worked from home","71,980","(+/-4,891)"
Workers,"Commuting to Work","Mean travel time to work (minutes)",30.7,(+/-1.0)
Workers,Occupation,"Civilian employed population 16 years and over","410,209","(+/-7,853)"
Workers,Occupation,"Management, business, science, and arts occupations","203,945","(+/-6,610)"
Workers,Occupation,"Service occupations","61,372","(+/-4,731)"
Workers,Occupation,"Sales and office occupations","71,247","(+/-4,774)"
Workers,Occupation,"Natural resources, construction, and maintenance occupations","34,847","(+/-3,748)"
Workers,Occupation,"Production, transportation, and material moving occupations","38,798","(+/-3,496)"
Workers,Industry,"Civilian employed population 16 years and over","410,209","(+/-7,853)"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining","3,417","(+/-1,066)"
Workers,Industry,Construction,"32,160","(+/-3,519)"
Workers,Industry,Manufacturing,"26,998","(+/-3,481)"
Workers,Industry,"Wholesale trade","5,192","(+/-1,115)"
Workers,Industry,"Retail trade","38,028","(+/-3,459)"
Workers,Industry,"Transportation and warehousing, and utilities","21,377","(+/-3,056)"
Workers,Industry,Information,"8,855","(+/-1,994)"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing","24,387","(+/-2,781)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services","73,239","(+/-5,022)"
Workers,Industry,"Educational services, and health care and social assistance","86,363","(+/-4,372)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services","32,008","(+/-3,633)"
Workers,Industry,"Other services, except public administration","21,726","(+/-2,819)"
Workers,Industry,"Public administration","36,459","(+/-3,410)"
Workers,"Class of Worker","Civilian employed population 16 years and over","410,209","(+/-7,853)"
Workers,"Class of Worker","Private wage and salary workers","300,595","(+/-8,895)"
Workers,"Class of Worker","Government workers","86,768","(+/-5,024)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers","22,080","(+/-3,338)"
Workers,"Class of Worker","Unpaid family workers",766,(+/-476)
Housing,"Housing Occupancy","Total housing units","320,917","(+/-3,827)"
Housing,"Housing Occupancy","Occupied housing units","299,641","(+/-4,008)"
Housing,"Housing Occupancy","Vacant housing units","21,276","(+/-2,937)"
Housing,"Housing Occupancy","Homeowner vacancy rate",0.4,(+/-0.3)
Housing,"Housing Occupancy","Rental vacancy rate",4.8,(+/-1.4)
Housing,"Housing Tenure","Occupied housing units","299,641","(+/-4,008)"
Housing,"Housing Tenure",Owner-occupied,"213,325","(+/-3,857)"
Housing,"Housing Tenure",Renter-occupied,"86,316","(+/-3,718)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.70,(+/-0.05)
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.36,(+/-0.11)
Housing,"Year Householder Moved into Unit","Occupied housing units","299,641","(+/-4,008)"
Housing,"Year Householder Moved into Unit","Moved in 2021 or later","73,479","(+/-5,423)"
Housing,"Year Householder Moved into Unit","Moved in 2018 to 2020","56,819","(+/-3,525)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2017","62,432","(+/-4,094)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009","47,463","(+/-3,609)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999","30,432","(+/-2,726)"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier","29,016","(+/-2,274)"
Housing,Value,"Owner-occupied units","213,325","(+/-3,857)"
Housing,Value,"Less than $50,000","7,562","(+/-1,485)"
Housing,Value,"$50,000 to $99,999","8,364","(+/-1,134)"
Housing,Value,"$100,000 to $149,999","7,846","(+/-1,381)"
Housing,Value,"$150,000 to $199,999","13,409","(+/-1,881)"
Housing,Value,"$200,000 to $299,999","33,839","(+/-2,809)"
Housing,Value,"$300,000 to $499,999","71,746","(+/-4,351)"
Housing,Value,"$500,000 to $999,999","62,897","(+/-3,449)"
Housing,Value,"$1,000,000 or more","7,662","(+/-1,255)"
Housing,Value,"Median (dollars)","395,300","(+/-9,755)"
Housing,"Mortgage Status","Owner-occupied units","213,325","(+/-3,857)"
Housing,"Mortgage Status","Housing units with a mortgage","146,729","(+/-4,243)"
Housing,"Mortgage Status","Housing units without a mortgage","66,596","(+/-3,060)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage","146,729","(+/-4,243)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",996,(+/-451)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999","11,911","(+/-1,824)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499","27,809","(+/-2,469)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999","29,702","(+/-2,931)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499","26,424","(+/-3,101)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999","21,033","(+/-2,203)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more","28,854","(+/-2,380)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","2,056",(+/-69)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage","66,596","(+/-3,060)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250","3,219",(+/-752)
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399","10,614","(+/-1,316)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599","18,053","(+/-1,845)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799","17,111","(+/-1,897)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","8,511","(+/-1,297)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","9,088","(+/-1,448)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",617,(+/-20)
Housing,"Gross Rent","Occupied units paying rent","82,100","(+/-3,790)"
Housing,"Gross Rent","Less than $500","4,693","(+/-1,109)"
Housing,"Gross Rent","$500 to $999","12,912","(+/-1,705)"
Housing,"Gross Rent","$1,000 to $1,499","17,883","(+/-2,699)"
Housing,"Gross Rent","$1,500 to $1,999","21,730","(+/-2,727)"
Housing,"Gross Rent","$2,000 to $2,499","14,430","(+/-2,444)"
Housing,"Gross Rent","$2,500 to $2,999","6,947","(+/-1,669)"
Housing,"Gross Rent","$3,000 or more","3,505","(+/-1,057)"
Housing,"Gross Rent","Median (dollars)","1,628",(+/-53)
Housing,"Gross Rent","No rent paid","4,216","(+/-1,335)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Total households","299,641","(+/-4,008)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Less than $10,000","12,181","(+/-1,930)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$10,000 to $14,999","6,261","(+/-1,165)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$15,000 to $24,999","14,541","(+/-1,983)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$25,000 to $34,999","16,016","(+/-1,995)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$35,000 to $49,999","24,843","(+/-2,419)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$50,000 to $74,999","41,994","(+/-3,299)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$75,000 to $99,999","39,466","(+/-3,270)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$100,000 to $149,999","56,670","(+/-3,716)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$150,000 to $199,999","35,423","(+/-2,830)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$200,000 or more","52,246","(+/-3,462)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Median household income (dollars)","96,127","(+/-2,678)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Mean household income (dollars)","123,332","(+/-3,214)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","784,047","(+/-11,370)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","730,700","(+/-12,280)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","572,519","(+/-12,922)"
Socioeconomic,"Health Insurance Coverage","With public coverage","266,936","(+/-11,472)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","53,347","(+/-7,355)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","186,835","(+/-5,555)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","7,959","(+/-3,050)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",6.7,(+/-1.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",9.1,(+/-2.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",16.1,(+/-8.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",3.2,(+/-0.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",2.8,(+/-1.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",5.8,(+/-6.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",18.6,(+/-4.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",25.1,(+/-7.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",42.2,(+/-26.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",8.5,(+/-1.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",10.5,(+/-2.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",10.2,(+/-2.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",15.3,(+/-4.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",8.4,(+/-1.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",7.9,(+/-0.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",9.6,(+/-1.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",6.6,(+/-1.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",17.2,(+/-1.7)
Education,"School Enrollment","Population 3 years and over enrolled in school","190,878","(+/-7,168)"
Education,"School Enrollment","Nursery school, preschool","10,532","(+/-2,012)"
Education,"School Enrollment",Kindergarten,"8,098","(+/-1,775)"
Education,"School Enrollment","Elementary school (grades 1-8)","79,061","(+/-3,936)"
Education,"School Enrollment","High school (grades 9-12)","45,972","(+/-2,651)"
Education,"School Enrollment","College or graduate school","47,215","(+/-4,286)"
Education,"Educational Attainment","Population 25 years and over","556,123","(+/-6,789)"
Education,"Educational Attainment","Less than 9th grade","20,866","(+/-3,306)"
Education,"Educational Attainment","9th to 12th grade, no diploma","32,256","(+/-3,352)"
Education,"Educational Attainment","High school graduate (includes equivalency)","143,585","(+/-6,251)"
Education,"Educational Attainment","Some college, no degree","90,626","(+/-5,082)"
Education,"Educational Attainment","Associate's degree","40,368","(+/-3,562)"
Education,"Educational Attainment","Bachelor's degree","121,311","(+/-5,353)"
Education,"Educational Attainment","Graduate or professional degree","107,111","(+/-5,323)"
Education,"Educational Attainment","Percent high school graduate or higher",90.4,(+/-0.8)
Education,"Educational Attainment","Percent bachelor's degree or higher",41.1,(+/-1.3)


"Source: 2023 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 06 Estimate","District 06 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","267,893",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",185,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",400,G
Business,"Paid employees for pay period including March 12",Utilities,506,J
Business,"Paid employees for pay period including March 12",Construction,"16,846",G
Business,"Paid employees for pay period including March 12",Manufacturing,"21,084",G
Business,"Paid employees for pay period including March 12","Wholesale trade","8,510",G
Business,"Paid employees for pay period including March 12","Retail trade","41,081",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","14,860",G
Business,"Paid employees for pay period including March 12",Information,"7,287",G
Business,"Paid employees for pay period including March 12","Finance and insurance","12,323",G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","3,638",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","31,762",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","4,302",H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","13,759",G
Business,"Paid employees for pay period including March 12","Educational services","4,218",H
Business,"Paid employees for pay period including March 12","Health care and social assistance","42,429",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","5,238",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","28,157",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","11,281",G
Business,"Paid employees for pay period including March 12","Industries not classified",27,H
Business,"Annual payroll ($1,000)","Total for all sectors","15,622,597",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","8,554",H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","29,131",G
Business,"Annual payroll ($1,000)",Utilities,"56,979",H
Business,"Annual payroll ($1,000)",Construction,"1,153,606",G
Business,"Annual payroll ($1,000)",Manufacturing,"1,595,307",G
Business,"Annual payroll ($1,000)","Wholesale trade","669,794",G
Business,"Annual payroll ($1,000)","Retail trade","1,424,206",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","630,733",G
Business,"Annual payroll ($1,000)",Information,"579,691",H
Business,"Annual payroll ($1,000)","Finance and insurance","966,568",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","206,559",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","3,385,786",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","462,021",H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","647,548",G
Business,"Annual payroll ($1,000)","Educational services","122,191",H
Business,"Annual payroll ($1,000)","Health care and social assistance","2,430,496",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","109,823",G
Business,"Annual payroll ($1,000)","Accommodation and food services","662,148",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","480,601",G
Business,"Annual payroll ($1,000)","Industries not classified",855,H
Business,"Total Establishments","Total for all sectors","18,348",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",55,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",16,X
Business,"Total Establishments",Utilities,24,X
Business,"Total Establishments",Construction,"1,954",X
Business,"Total Establishments",Manufacturing,476,X
Business,"Total Establishments","Wholesale trade",644,X
Business,"Total Establishments","Retail trade","2,229",X
Business,"Total Establishments","Transportation and warehousing",557,X
Business,"Total Establishments",Information,296,X
Business,"Total Establishments","Finance and insurance",862,X
Business,"Total Establishments","Real estate and rental and leasing",794,X
Business,"Total Establishments","Professional, scientific, and technical services","2,599",X
Business,"Total Establishments","Management of companies and enterprises",479,X
Business,"Total Establishments","Administrative and support and waste management and remediation services","1,218",X
Business,"Total Establishments","Educational services",235,X
Business,"Total Establishments","Health care and social assistance","2,220",X
Business,"Total Establishments","Arts, entertainment, and recreation",272,X
Business,"Total Establishments","Accommodation and food services","1,571",X
Business,"Total Establishments","Other services (except public administration)","1,822",X
Business,"Total Establishments","Industries not classified",25,X


"Source: 2022 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
