People,"Residence 1 Year Ago","Population 1 year and over","790,129","(+/-9,737)"
People,"Residence 1 Year Ago","Same house","711,452","(+/-11,639)"
People,"Residence 1 Year Ago","Different house (in the U.S. or abroad)","78,677","(+/-7,872)"
People,"Residence 1 Year Ago","Different house in the U.S.","72,732","(+/-7,886)"
People,"Residence 1 Year Ago","Same county","30,741","(+/-5,964)"
People,"Residence 1 Year Ago","Different county","41,991","(+/-5,204)"
People,"Residence 1 Year Ago","Same state","24,993","(+/-3,926)"
People,"Residence 1 Year Ago","Different state","16,998","(+/-3,453)"
People,"Residence 1 Year Ago",Abroad,"5,945","(+/-1,623)"
Workers,"Employment Status","Population 16 years and over","634,106","(+/-9,080)"
Workers,"Employment Status","In labor force","440,031","(+/-7,790)"
Workers,"Employment Status","Civilian labor force","439,569","(+/-7,806)"
Workers,"Employment Status",Employed,"427,643","(+/-8,021)"
Workers,"Employment Status",Unemployed,"11,926","(+/-2,218)"
Workers,"Employment Status","Armed Forces",462,(+/-323)
Workers,"Employment Status","Not in labor force","194,075","(+/-6,688)"
Workers,"Employment Status","Civilian labor force","439,569","(+/-7,806)"
Workers,"Employment Status","Unemployment Rate",2.7,(+/-0.5)
Workers,"Commuting to Work","Workers 16 years and over","421,264","(+/-7,790)"
Workers,"Commuting to Work","Car, truck, or van -- drove alone","264,468","(+/-7,007)"
Workers,"Commuting to Work","Car, truck, or van -- carpooled","26,716","(+/-3,345)"
Workers,"Commuting to Work","Public transportation (excluding taxicab)","1,998",(+/-917)
Workers,"Commuting to Work",Walked,"3,553","(+/-1,255)"
Workers,"Commuting to Work","Other means","7,795","(+/-1,874)"
Workers,"Commuting to Work","Worked from home","116,734","(+/-6,104)"
Workers,"Commuting to Work","Mean travel time to work (minutes)",30.2,(+/-0.8)
Workers,Occupation,"Civilian employed population 16 years and over","427,643","(+/-8,021)"
Workers,Occupation,"Management, business, science, and arts occupations","246,636","(+/-7,358)"
Workers,Occupation,"Service occupations","48,308","(+/-4,462)"
Workers,Occupation,"Sales and office occupations","85,135","(+/-4,975)"
Workers,Occupation,"Natural resources, construction, and maintenance occupations","21,467","(+/-2,830)"
Workers,Occupation,"Production, transportation, and material moving occupations","26,097","(+/-2,942)"
Workers,Industry,"Civilian employed population 16 years and over","427,643","(+/-8,021)"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",933,(+/-490)
Workers,Industry,Construction,"23,750","(+/-2,977)"
Workers,Industry,Manufacturing,"32,445","(+/-2,885)"
Workers,Industry,"Wholesale trade","12,455","(+/-2,062)"
Workers,Industry,"Retail trade","43,164","(+/-4,451)"
Workers,Industry,"Transportation and warehousing, and utilities","18,735","(+/-2,759)"
Workers,Industry,Information,"14,464","(+/-1,947)"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing","43,646","(+/-3,352)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services","101,522","(+/-4,825)"
Workers,Industry,"Educational services, and health care and social assistance","70,714","(+/-4,142)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services","36,779","(+/-3,640)"
Workers,Industry,"Other services, except public administration","18,778","(+/-2,781)"
Workers,Industry,"Public administration","10,258","(+/-2,182)"
Workers,"Class of Worker","Civilian employed population 16 years and over","427,643","(+/-8,021)"
Workers,"Class of Worker","Private wage and salary workers","366,646","(+/-8,252)"
Workers,"Class of Worker","Government workers","34,355","(+/-2,721)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers","26,007","(+/-3,105)"
Workers,"Class of Worker","Unpaid family workers",635,(+/-454)
Housing,"Housing Occupancy","Total housing units","305,541","(+/-4,777)"
Housing,"Housing Occupancy","Occupied housing units","287,830","(+/-4,935)"
Housing,"Housing Occupancy","Vacant housing units","17,711","(+/-2,964)"
Housing,"Housing Occupancy","Homeowner vacancy rate",0.6,(+/-0.4)
Housing,"Housing Occupancy","Rental vacancy rate",8.2,(+/-2.4)
Housing,"Housing Tenure","Occupied housing units","287,830","(+/-4,935)"
Housing,"Housing Tenure",Owner-occupied,"223,052","(+/-4,948)"
Housing,"Housing Tenure",Renter-occupied,"64,778","(+/-4,142)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.86,(+/-0.05)
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.41,(+/-0.14)
Housing,"Year Householder Moved into Unit","Occupied housing units","287,830","(+/-4,935)"
Housing,"Year Householder Moved into Unit","Moved in 2021 or later","72,056","(+/-5,121)"
Housing,"Year Householder Moved into Unit","Moved in 2018 to 2020","57,088","(+/-4,146)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2017","69,007","(+/-3,632)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009","50,147","(+/-3,519)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999","23,862","(+/-2,180)"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier","15,670","(+/-1,963)"
Housing,Value,"Owner-occupied units","223,052","(+/-4,948)"
Housing,Value,"Less than $50,000","3,684","(+/-1,089)"
Housing,Value,"$50,000 to $99,999","1,706",(+/-788)
Housing,Value,"$100,000 to $149,999","3,315","(+/-1,144)"
Housing,Value,"$150,000 to $199,999","3,268",(+/-949)
Housing,Value,"$200,000 to $299,999","13,431","(+/-1,970)"
Housing,Value,"$300,000 to $499,999","64,402","(+/-3,819)"
Housing,Value,"$500,000 to $999,999","114,850","(+/-4,071)"
Housing,Value,"$1,000,000 or more","18,396","(+/-2,141)"
Housing,Value,"Median (dollars)","568,900","(+/-10,028)"
Housing,"Mortgage Status","Owner-occupied units","223,052","(+/-4,948)"
Housing,"Mortgage Status","Housing units with a mortgage","154,999","(+/-4,415)"
Housing,"Mortgage Status","Housing units without a mortgage","68,053","(+/-3,569)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage","154,999","(+/-4,415)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",716,(+/-391)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999","5,127","(+/-1,260)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499","17,953","(+/-1,860)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999","30,672","(+/-2,920)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499","28,636","(+/-2,571)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999","25,748","(+/-2,363)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more","46,147","(+/-3,063)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","2,402",(+/-53)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage","68,053","(+/-3,569)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250","2,200",(+/-753)
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399","8,222","(+/-1,292)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599","18,538","(+/-2,358)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799","16,232","(+/-1,592)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","10,391","(+/-1,482)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","12,470","(+/-1,414)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",668,(+/-25)
Housing,"Gross Rent","Occupied units paying rent",N,(N)
Housing,"Gross Rent","Less than $500",N,(N)
Housing,"Gross Rent","$500 to $999",N,(N)
Housing,"Gross Rent","$1,000 to $1,499",N,(N)
Housing,"Gross Rent","$1,500 to $1,999",N,(N)
Housing,"Gross Rent","$2,000 to $2,499",N,(N)
Housing,"Gross Rent","$2,500 to $2,999",N,(N)
Housing,"Gross Rent","$3,000 or more",N,(N)
Housing,"Gross Rent","Median (dollars)","1,905",(+/-44)
Housing,"Gross Rent","No rent paid",N,(N)
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Total households","287,830","(+/-4,935)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Less than $10,000","9,330","(+/-1,861)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$10,000 to $14,999","3,583",(+/-826)
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$15,000 to $24,999","9,134","(+/-1,789)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$25,000 to $34,999","9,818","(+/-1,900)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$35,000 to $49,999","19,343","(+/-2,280)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$50,000 to $74,999","32,486","(+/-3,304)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$75,000 to $99,999","28,468","(+/-2,342)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$100,000 to $149,999","57,785","(+/-3,745)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$150,000 to $199,999","40,043","(+/-2,916)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$200,000 or more","77,840","(+/-4,003)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Median household income (dollars)","123,681","(+/-3,370)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Mean household income (dollars)","162,199","(+/-4,527)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","795,184","(+/-9,650)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","729,906","(+/-11,724)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","638,586","(+/-13,372)"
Socioeconomic,"Health Insurance Coverage","With public coverage","164,387","(+/-6,614)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","65,278","(+/-6,808)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","202,041","(+/-5,988)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","13,690","(+/-3,169)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",3.7,(+/-0.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",4.8,(+/-1.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",4.2,(+/-3.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",2.3,(+/-0.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",2.1,(+/-0.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",0.9,(+/-1.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",15.4,(+/-4.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",23.6,(+/-7.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",23.6,(+/-20.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",5.6,(+/-0.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",6.2,(+/-1.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",5.8,(+/-1.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",7.6,(+/-3.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",5.2,(+/-1.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",5.5,(+/-0.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",7.5,(+/-1.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",3.8,(+/-0.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",17.6,(+/-2.4)
Education,"School Enrollment","Population 3 years and over enrolled in school","205,383","(+/-6,701)"
Education,"School Enrollment","Nursery school, preschool","13,631","(+/-1,647)"
Education,"School Enrollment",Kindergarten,"9,237","(+/-1,701)"
Education,"School Enrollment","Elementary school (grades 1-8)","89,744","(+/-4,076)"
Education,"School Enrollment","High school (grades 9-12)","52,080","(+/-3,202)"
Education,"School Enrollment","College or graduate school","40,691","(+/-3,860)"
Education,"Educational Attainment","Population 25 years and over","548,909","(+/-8,260)"
Education,"Educational Attainment","Less than 9th grade","11,903","(+/-2,653)"
Education,"Educational Attainment","9th to 12th grade, no diploma","14,440","(+/-2,786)"
Education,"Educational Attainment","High school graduate (includes equivalency)","82,880","(+/-5,018)"
Education,"Educational Attainment","Some college, no degree","82,265","(+/-5,483)"
Education,"Educational Attainment","Associate's degree","36,438","(+/-3,406)"
Education,"Educational Attainment","Bachelor's degree","196,285","(+/-7,809)"
Education,"Educational Attainment","Graduate or professional degree","124,698","(+/-5,441)"
Education,"Educational Attainment","Percent high school graduate or higher",95.2,(+/-0.7)
Education,"Educational Attainment","Percent bachelor's degree or higher",58.5,(+/-1.1)


"Source: 2023 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 06 Estimate","District 06 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","347,984",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",114,J
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",137,G
Business,"Paid employees for pay period including March 12",Utilities,573,G
Business,"Paid employees for pay period including March 12",Construction,"22,238",G
Business,"Paid employees for pay period including March 12",Manufacturing,"14,399",G
Business,"Paid employees for pay period including March 12","Wholesale trade","18,501",G
Business,"Paid employees for pay period including March 12","Retail trade","38,143",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","12,329",G
Business,"Paid employees for pay period including March 12",Information,"22,276",G
Business,"Paid employees for pay period including March 12","Finance and insurance","21,276",G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","6,152",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","45,390",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","26,398",G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","27,954",G
Business,"Paid employees for pay period including March 12","Educational services","6,536",G
Business,"Paid employees for pay period including March 12","Health care and social assistance","35,624",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","6,364",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","29,702",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","13,844",G
Business,"Paid employees for pay period including March 12","Industries not classified",34,J
Business,"Annual payroll ($1,000)","Total for all sectors","26,562,435",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","3,530",H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","10,804",G
Business,"Annual payroll ($1,000)",Utilities,"52,128",H
Business,"Annual payroll ($1,000)",Construction,"1,647,181",G
Business,"Annual payroll ($1,000)",Manufacturing,"999,510",G
Business,"Annual payroll ($1,000)","Wholesale trade","1,833,518",G
Business,"Annual payroll ($1,000)","Retail trade","1,443,449",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","978,469",G
Business,"Annual payroll ($1,000)",Information,"2,989,904",G
Business,"Annual payroll ($1,000)","Finance and insurance","2,508,425",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","472,767",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","4,237,624",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","3,554,237",H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","2,170,979",G
Business,"Annual payroll ($1,000)","Educational services","242,817",G
Business,"Annual payroll ($1,000)","Health care and social assistance","1,999,960",H
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","178,869",G
Business,"Annual payroll ($1,000)","Accommodation and food services","667,802",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","569,252",G
Business,"Annual payroll ($1,000)","Industries not classified","1,210",H
Business,"Total Establishments","Total for all sectors","25,515",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",25,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",10,X
Business,"Total Establishments",Utilities,18,X
Business,"Total Establishments",Construction,"2,222",X
Business,"Total Establishments",Manufacturing,488,X
Business,"Total Establishments","Wholesale trade","1,409",X
Business,"Total Establishments","Retail trade","2,370",X
Business,"Total Establishments","Transportation and warehousing",537,X
Business,"Total Establishments",Information,666,X
Business,"Total Establishments","Finance and insurance","1,729",X
Business,"Total Establishments","Real estate and rental and leasing","1,684",X
Business,"Total Establishments","Professional, scientific, and technical services","5,377",X
Business,"Total Establishments","Management of companies and enterprises",224,X
Business,"Total Establishments","Administrative and support and waste management and remediation services","1,670",X
Business,"Total Establishments","Educational services",477,X
Business,"Total Establishments","Health care and social assistance","2,584",X
Business,"Total Establishments","Arts, entertainment, and recreation",443,X
Business,"Total Establishments","Accommodation and food services","1,653",X
Business,"Total Establishments","Other services (except public administration)","1,904",X
Business,"Total Establishments","Industries not classified",25,X


"Source: 2022 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
